spark_udaf_acc/1004_PythonAccumulatorV2_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/131_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/132_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/133_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/135_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/136_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/137_LongAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/138_LongAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/13_FakeDAGScheduler.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/143_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/144_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/145_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/146_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/147_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/148_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/149_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/150_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/151_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/152_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/156_CDMMetricsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/157_AbstractDataWriterSparkJob.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/158_AccumulatorSuite$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/15_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/163_Shared.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/164_CollectionAccumulatorExample.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/165_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/167_AccumulatorSuite.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/168_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/16_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/172_AttackAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/174_ListAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/177_Heartbeat$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/186_AccumulatorV2Wrapper.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/189_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/190_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/192_CustomAccumulatorGetMaxInteger.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/202_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/207_SessionAggrStatAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/213_HoodieSparkLongAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/214_TaskKilled$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/215_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/216_ComplianceAccumulatorV2.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/219_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/21_BadRecordsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/222_AccumulatorSuite$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/224_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/228_DummyTaskScheduler.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/231_DAGScheduler.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/232_TaskMetrics.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/233_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/236_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/241_AggregatingAccumulator.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/243_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/244_DnetAccumulator.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/246_PythonFunction_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/247_SparkListenerTaskEnd_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/24_MultiReturnParameterizedBuiltinSPInstruction.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/251_TestCleaner.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/252_RuntimePercentage_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/253_TaskContext.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/254_TestTaskContext.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/25_CompletionEvent.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/266_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/267_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/268_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/269_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/273_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/274_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/275_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/276_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/277_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/282_HoodieSparkLongAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/283_HoodieSparkLongAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/284_HoodieSparkLongAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/285_HoodieSparkLongAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/28_MemoryAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/290_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/295_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/296_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/297_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/298_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/299_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/29_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/2_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/300_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/301_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/302_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/307_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/308_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/309_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/310_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/315_PythonFunction_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/316_PythonFunction_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/317_SparkListenerTaskEnd_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/318_SparkListenerTaskEnd_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/319_RuntimePercentage_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/320_RuntimePercentage_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/323_MyAcc.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/325_CustomAccuMap.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/326_DefaultDbndRun.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/329_DoubleAccumulator.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/331_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/332_SparkNativeAccumulators.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/333_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/340_SparkLeanOperationContext.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/341_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/342_SelfDefineAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/345_StatisticsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/346_QFragMasterEngine.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/348_AccumulatorSample.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/349_HoodieSparkMergeOnReadTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/34_SparkAccumulatorsInDetails.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/350_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/351_SelfDefineAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/352_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/357_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/359_SparkJobContext.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/35_SparkStreamingTransform.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/361_CountMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/362_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/364_UserVisitAnalize.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/368_HoodieRealtimeTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/36_UserVisitSessionAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/372_TaskMetricsSuite.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/373_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/376_HoodieMergeOnReadTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/379_LogCollector.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/383_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/385_MultiReturnParameterizedBuiltinSPInstruction.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/389_HoodieRealtimeTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/393_AccumulatorHolder.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/395_AccumulatorContext$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/398_CollectionAccumulator.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/399_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/3_SetAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/402_SparkHC.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/408_TaskKilled.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/410_SparkContext.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/414_Aggregator_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/417_LiveListenerBus_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/418_TaskSetManager_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/41_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/421_AccumulatorV2_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/423_ShuffleExternalSorter_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/431_CustomAccuMap.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/433_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/434_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/435_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/436_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/441_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/442_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/443_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/444_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/449_AccumulatorSample.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/44_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/450_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/451_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/452_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/453_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/454_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/455_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/456_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/457_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/45_LongAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/460_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/461_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/462_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/463_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/466_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/467_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/468_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/469_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/471_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/472_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/473_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/474_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/475_MultiReturnParameterizedBuiltinSPInstruction.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/478_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/485_Aggregator_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/486_Aggregator_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/48_Task.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/493_LiveListenerBus_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/494_LiveListenerBus_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/495_TaskSetManager_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/496_TaskSetManager_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/49_Heartbeat.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/501_ShuffleExternalSorter_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/502_ShuffleExternalSorter_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/503_PrestoSparkStatsCollectionUtils.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/506_DataWriterAccumulators.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/515_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/516_RegionMergingExample.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/517_MetricsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/51_StockPositionAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/520_MapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/522_ZoneVersion.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/523_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/524_UserVisitSessionAnalyzeSpark.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/525_StockPositionAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/528_MonitorAndCameraStateAccumulator2.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/52_SparkCounter.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/532_FakeDAGScheduler.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/534_MultiReturnParameterizedBuiltinSPInstruction.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/538_MyAccumator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/539_CollectionAccumulator.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/541_CustomAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/543_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/549_TaskContextImpl.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/54_LongAccumulator.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/552_MultiReturnParameterizedBuiltinSPInstruction.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/558_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
