spark_udaf_agg/100_TimeUsage.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/137_DeduplicateParagraphs.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/138_MyAverage.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/139_Spark03_UDAF1.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/140_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/141_Spark04_SparkSQL_JDBC.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/142_TypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/145_Spark03_SparkSQL_UDAF1.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/146_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/147_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/148_SparkSQLUDF4.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/149_PriceAggregator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/150_Spark03_SparkSQL_UDAF2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/151_RealMVAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/152_UserDefinedTypedAggregator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/153_Spark07_SparkSQL_Select.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/155_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/156_StatusHsqUdaf.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/158_sumArraysLong.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/159_MyAverge2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/161_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/162_UserDefinedTypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/163_UserDefinedTypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/164_HistogramAgg.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/166_SparkCreateBaselineDataFrame.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/167_Spark03_SparkSQL_UDAF1.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/168_Spark03_SparkSQL_UDAF.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/169_Catalog.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/16_FireCallsTrainingQuestionsDataset.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/170_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/171_DatasetAggExample.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/172_sumMapsAsArray.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/176_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/177_VolumeAggregator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/178_ShapesOnShoesApp.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/179_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/17_DawidSkene.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/180_ReturnPriceAggregator.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/181_IfNotNullAverageAggregator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/182_SequenceAggregators.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/183_UserDefinedTypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/184_MnmCandiesDatasetWithLogger.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/185_MajorityVoting.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/189_SparkReplTests.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/190_linear_regression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/191_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/192_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/193_Spark08_SparkSql_Test2.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/194_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/195_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/197_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/198_DataFrameCallbackSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/199_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/19_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/1_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/201_DatasetAggregatorSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/202_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/203_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/205_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/206_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/207_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/208_UserDefinedFunctionE2ETestSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/209_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/20_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/210_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/211_TestAverageUDAF2.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/212_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/213_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/214_TestAverageUDAF3.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/215_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/216_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/217_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/218_Spark06_SparkSQL_Test2.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/219_SparkSQL05_UDAF_class.scala | BAD | LOC=5 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/21_sumArraysDouble.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/220_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/221_DatasetPerformance.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/222_DatasetPerformance.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/223_DatasetPerformance.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/224_DatasetPerformance.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/225_RecordAggregator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/226_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/227_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/228_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/229_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/230_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/233_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/234_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/235_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/236_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/237_Spark03_SparkSQL_UDAF2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/238_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/239_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/23_CountMinSketch.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/240_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/241_SequenceAggregators.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/246_linear_regression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/247_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/248_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/249_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/24_SparkUdfs.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/250_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/251_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/252_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/253_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/254_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/255_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/256_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/257_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/258_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/259_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/25_UDFDemo3.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/260_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/261_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/262_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/263_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/264_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/265_DataFrameCallbackSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/266_DataFrameCallbackSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/26_SQLFunctions.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/271_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/272_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/273_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/274_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/275_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/276_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/277_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/278_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/279_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/27_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/280_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/281_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/282_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/283_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/284_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/285_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/286_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/287_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/288_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/289_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/290_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/291_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/292_StreamingSessionWindowSuite.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/293_Catalog.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/294_TileRasterizerAggregate.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/296_SparkSQL04_UDAF_Class.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/298_DiagnosisCounter.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/29_Spark04_SparkSql_UDAF2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/2_KahanSum.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/300_RealizedVolatilityAggregator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/302_A_9_MyAverageByAggregator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/304_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/305_UserDefinedUntypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/308_GroupedDataset.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/309_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/30_SparkUDAF.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/311_Spark04_JDBC.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/312_TypeSafeUserDefinedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/314_UserDefinedTypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/316_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/317_TopByKeyAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/318_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/319_AggregateFunctions.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/31_MyAverage.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/320_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/321_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/323_UserDefinedUntypedAggregator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/325_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/326_Spark03_SparkSQL_UDAF1.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/327_StrongAvgUDAF.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/328_SnapshotAggregator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/329_LowestCommonAncestor.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/32_TriangulationVolumeAggregators.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/330_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/331_UDF.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/332_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/333_Run.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/334_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/335_IfPositiveCountAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/336_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/337_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/338_DpAggregator.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/340_GroupedDataset.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/342_Spark03_SparkSQL_UDAF2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/344_Correlation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/345_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/346_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/347_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/348_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/349_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/34_UserDefinedAggregationFunction.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/350_LogReturnPriceAggregator.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/351_Spark03_SparkSQL_UDAF1.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/352_ColumnOfExtremaAggregators.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/353_Spark03_UDAF2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/354_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/355_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/356_add-add.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/357_AggregatorTest2.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/358_Spark06_SparkSQL_Test2.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/359_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/360_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/361_Spark06_SparkSQL_Test2.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/362_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/363_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/365_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/366_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/367_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/369_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/370_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/371_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/372_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
