spark_udaf_agg/103_CombinePerKeyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/187_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/188_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/18_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/196_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/200_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/204_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/22_UserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/231_Aggregators.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/232_Aggregators.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/242_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/243_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/244_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/245_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/267_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/268_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/269_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/270_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/28_VarianceMergeUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/295_MinMaxAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/297_MyCityRemarkUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/299_KLLMergeUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/301_SQLUDAF_AvgAge.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/303_MyAvg.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/306_BuildTemporalPointUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/307_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/310_UserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/313_StringArraySetMergeUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/315_AnalysisUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/322_SparkSQL03_SQL_UDAF.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/324_ValuesAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/339_CombineGloballyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/33_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/341_RelatedDatasetAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/343_MyCityRemark.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/35_AccumGeometryUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/364_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/368_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/3_CombinePerKeyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/434_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/435_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/436_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/437_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/439_MyAverageTyped.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/441_MyAgeAvgClassFunction.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/442_FrequentStringItemsMergeUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/443_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/445_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/44_Aggregators.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/450_RegressionProfileMergeUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/452_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/459_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/467_JavaUserDefinedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/46_RelatedProjectAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/471_MyAgg.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/476_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/477_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/47_MyAvgAgeUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/481_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/491_UserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/494_functions$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/499_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/500_Test01_Top3.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/503_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/517_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/518_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/519_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/520_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/525_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/531_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/532_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/533_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/534_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/545_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/546_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/547_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/548_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/549_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/550_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/551_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/552_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/553_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/55_functions.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/565_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/566_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/567_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/568_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/592_CustomAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/593_SketchAggregatorUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/598_MyCityRemarkUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/599_CombineGroupedValuesTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/605_DistinctCountAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/612_HllMergeUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/614_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/62_PeriodSeriesAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/632_Spark2DatasetMapPartitionsReduceJavaSerialization.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/637_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/647_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/648_Test05_UDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/64_UdafMulti.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/651_AggregatorsTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/656_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/657_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/658_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/659_JavaDatasetSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/65_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/67_VTLSparkAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/693_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/694_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/695_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/696_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/69_ModeAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/70_FeaturesSum.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/714_AggregatorsTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/715_AggregatorsTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/717_CombineGloballyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/718_ProfileMergeAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/719_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/720_MergeGraphTableSparkJob.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/721_MyAverage.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/724_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/728_myAverageUntypeUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/734_ExtentUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/735_JavaUserDefinedMedianAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/73_GenerateNativeStoreSparkJob.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/740_CombineGroupedValuesTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/753_EventSubsetAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/756_OffRbmDistinctSUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/762_CheckDuplictedIdsJob.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/783_AggregatorsTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/784_CombineGloballyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/785_CombineGloballyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/786_CombineGloballyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/787_CombineGloballyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/788_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/789_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/790_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/791_JavaUserDefinedUntypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/792_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/793_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/794_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/795_AggregatorCombiner.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/801_CombineGroupedValuesTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/802_CombineGroupedValuesTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/803_CombineGroupedValuesTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/804_CombineGroupedValuesTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/850_AggregatorsTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/851_AggregatorsTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/853_MyAverage2.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/855_OffRbmCardinalitySUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/858_ResultAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/862_MyAverage.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/863_DistinctCountAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/866_SumAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/871_SummarizeSpatialInfoUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/876_ClassificationMetricMergeUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/877_PromoteActionPayloadFunctions.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/878_CountAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/882_MyAvgAgeUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/884_CombinePerKeyTranslatorBatch.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_agg/88_MakeLineUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/890_ExactPercentileAggregator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/89_MyUdaf.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/8_AverageAcc.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/91_CreateRelatedEntitiesJob_phase2.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/94_JavaUserDefinedTypedAggregation.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/957_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/964_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/965_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/966_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/967_JavaDatasetAggregatorSuite.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/96_TypeSafeUDAF.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_agg/97_ProductAcc.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
