spark_udaf_acc/1000_TaskMetricsSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/194_MyAccumulator2.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/195_PopBestAccumulator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/196_IntervalArray.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/197_RoadHistogram.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/198_TimestampsAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/199_MultiTopKAccumulator.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/19_Accumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/1_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/200_CustomerAccuMethod.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/201_CategoryCountAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/203_SessionAggrStatAccumulator.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/204_IncrementallyCachedRDD.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/205_StringAccumulator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/206_MapAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/208_Spark04_Acc_WordCount.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/209_AtomicLongAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/20_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/210_LongMapAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/211_CustomAccumulatorExample.scala | GOOD | LOC=15 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/212_MapAcc.scala | GOOD | LOC=19 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/217_AccumulatorSample.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/218_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/220_CustomAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/221_PopPreAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/223__02AccumulatorOps.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/225_Spark01_Req_HotCategoryTop10_4_Acc.scala | GOOD | LOC=14 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/226_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/227_HotCategoryAccumulator.scala | GOOD | LOC=15 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/229_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/22_CancelledPayloadAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/230_Spark02_Req_HotCategorySessionTop10.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/234_UsrAction04_HotCategoryTop10.scala | GOOD | LOC=14 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/235_IntSetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/237_CategoryAcc.scala | GOOD | LOC=18 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/238_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/239_TypesAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/23_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/240_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/242_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/245_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/248_TaskMetricsSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/249_ScalaTest.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/250_Spark03_Acc3.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/255_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/256_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/257_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/258_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/259_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/260_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/261_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/262_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/263_CoverageRDDAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/264_CoverageRDDAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/265_StateAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/26_SharedVariables.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/270_Accumulators.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/271_ArrayAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/272_MapAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/278_PartitionStageAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/279_StringAccumulator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/27_SparkInternalsBridge.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/280_Spark04_Acc_WordCount.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/281_LongMapAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/286_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/287_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/288_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/289_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/291_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/292_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/293_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/294_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/303_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/304_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/305_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/306_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/30_DistriOptimizer.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/311_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/312_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/313_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/314_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/31_SparkTest.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/321_Ex6_Accumulators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/322_ShimTaskMetrics.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/324_KMeans.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/327_DateResultAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/328_EnvelopeAccumulator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/32_accumulator3.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/330_LineageAccumulator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/334_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/335_SelfAccumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/336__01_ACC.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/337_AbstractMetrics.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/338_SimpleTrillionG.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/339_MapAccumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/33_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/343_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/344_SessionStat.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/347_UserVisitTop10Example3.scala | GOOD | LOC=11 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/353_AccumulableInfo.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/354_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/355_ConcurrentSkipListSetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/356_QuestionnaireSummarize.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/358_LogAccumulator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/360_Accumulators.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/363_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/365_SessionAggrStatAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/366_StopWordAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/367_RDD_Accumulator_Example.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/369_MultiCounterAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/370_RDDAccumulator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/371_StringAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/374_MyAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/375_MonitorAccumulator.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/377_SessionAccumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/378_Spark02_HotCategoryTop10ToSession10.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/37_MyAccumulator.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/380_AddIPRankItem.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/381_MapArrayAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/382_RingAllReduceDC.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/384_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/386_UserVisitTop10Example5.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/387_Accumulator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/388_HotCategoryTopN3.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/38_DoubleMaxValueAccumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/390_Spark01_Req_HotCategoryTop10_4_累加器写法.scala | GOOD | LOC=21 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/391_MapAccumulator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/392_DataPreparator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/394_CustomerSelfAccumulator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/396_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/397__03AccumulatorOps.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/39_UserVisitTop10Example4.scala | GOOD | LOC=11 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/400_ArmadaClusterManager.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/401_Spark05_Bc.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/403_TimestampsAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/404_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/405_EnvironmentAccumulator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/406_Spark04_Acc_WordCount.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/407_SparkFdur.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/409_SetAccumulator.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/40_MultiTimerAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/411_RequestSecAccumulator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/412_SessionAccumlator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/413_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/415_TestHoodieParquetBloom.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/416_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/419_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/420_RingAllReduce.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/422_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/424_CutmAccumulator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/425_RingAllReduceDivideConquer.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/426_ShimTaskMetrics.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/427_KMeans.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/428_KMeans.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/429_KMeans.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/42_V3-HotCategoryTop10Analysis_Accumulator.scala | GOOD | LOC=14 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/430_KMeans.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/432_DateResultAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/437_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/438_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/439_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/43_AllDataAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/440_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/445_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/446_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/447_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/448_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/458_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/459_LogAccumulator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/464_MultiCounterAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/465_StringAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/46_KuduContext.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/470_AddIPRankItem.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/476_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/477_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/479_EnvironmentAccumulator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/47_TestSparkShell.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
